forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,propensity_score,propensity_logit
B1QgVti6Z,2018,1,Accept (Poster),1,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,"This work aims to provide comprehensive landscape analysis of empirical risk in deep neural networks (DNNs), including the convergence behavior of its gradient, its stationary points and the empirical risk itself to their corresponding population counterparts, which reveals how various network parameters determine the convergence performance. In particular, for an $l$-layer linear neural network consisting of $\\dm_i$ neurons in the $i$-th layer, we prove the gradient of its empirical risk uniformly converges to the one of its population risk, at the rate of $\\mathcal{O}(r^{2l} \\sqrt{l\\sqrt{\\max_i \\dm_i} s\\log(d/l)/n})$. Here $d$ is the total weight dimension, $s$ is the number of nonzero entries of all the weights and the magnitude of weights per layer is upper bounded by $r$. Moreover, we prove the one-to-one correspondence of the non-degenerate stationary points between the empirical and population risks and provide convergence guarantee for each pair. We also establish the uniform convergence of the empirical risk to its population counterpart and further derive the stability and generalization bounds for the empirical risk. In addition, we analyze these properties for deep \\emph{nonlinear} neural networks with sigmoid activation functions. We prove similar results for convergence behavior of their empirical risk gradients, non-degenerate stationary points as well as the empirical risk itself. To our best knowledge, this work is the first one theoretically characterizing the uniform convergence of the gradient and stationary points of the empirical risk of DNN models, which benefits the theoretical understanding on how the neural network depth $l$, the layer width $\\dm_i$, the network size $d$, the sparsity in weight and the parameter magnitude $r$ determine the neural network landscape.","['Deep Learning Analysis', 'Deep Learning Theory', 'Empirical Risk', 'Landscape Analysis', 'Nonconvex Optimization']",deep learning analysis ; deep learning theory ; empirical risk ; landscape analysis ; nonconvex optimization,5,9,287,7,https://openreview.net/forum?id=B1QgVti6Z,3,5.666666666666667,2.309401076758503,1.0,3.0,1.0,0.1143,0.0754147812971342,0.0,1.7641534317499687,248.66666666666663,0,3.0,0.5667028199566161,2018_7,decision=1;rating_share=1.0;confidence_share=1.0,-1.4532314113145495,0.4796234831952225,0,40-60,0.3956437954448563,-0.4236494667425258
B1Z3W-b0W,2018,0,Invite to Workshop Track,1,Learning to Infer,"Inference models, which replace an optimization-based inference procedure with a learned model, have been fundamental in advancing Bayesian deep learning, the most notable example being variational auto-encoders (VAEs). In this paper, we propose iterative inference models, which learn how to optimize a variational lower bound through repeatedly encoding gradients. Our approach generalizes VAEs under certain conditions, and by viewing VAEs in the context of iterative inference, we provide further insight into several recent empirical findings. We demonstrate the inference optimization capabilities of iterative inference models, explore unique aspects of these models, and show that they outperform standard inference models on typical benchmark data sets.","['Bayesian Deep Learning', 'Amortized Inference', 'Variational Auto-Encoders', 'Learning to Learn']",bayesian deep learning ; amortized inference ; variational auto encoders ; learning to learn,4,3,106,6,https://openreview.net/forum?id=B1Z3W-b0W,3,5.333333333333333,0.5773502691896257,1.0,4.333333333333333,1.0,0.9556,0.2687113492740091,0.0,1.5750664194824466,477.3333333333333,0,4.333333333333333,0.4642082429501085,2018_6,decision=1;rating_share=1.0;confidence_share=1.0,0.7885462957086634,0.4796234831952225,1,40-60,0.4985528737506166,-0.005788521160466703
B1i7ezW0-,2018,0,Reject,1,Semi-Supervised Learning via New Deep Network Inversion,"We exploit a recently derived inversion scheme for arbitrary deep neural networks to develop a new semi-supervised learning framework that applies to a wide range of systems and problems. The approach reaches current state-of-the-art methods on MNIST and provides reasonable performances on SVHN and CIFAR10. Through the introduced method, residual networks are for the first time applied to semi-supervised tasks. Experiments with one-dimensional signals highlight the generality of the method. Importantly, our approach is simple, efficient, and requires no change in the deep network architecture.","['inversion scheme', 'deep neural networks', 'semi-supervised learning', 'MNIST', 'SVHN', 'CIFAR10']",inversion scheme ; deep neural networks ; semi supervised learning ; mnist ; svhn ; cifar,6,8,91,12,https://openreview.net/forum?id=B1i7ezW0-,3,5.333333333333333,1.5275252316519468,1.0,3.6666666666666665,1.0,0.8846666666666666,0.4946786974376771,0.0,0.6807796865058707,335.0,0,3.6666666666666665,0.4642082429501085,2018_12,decision=1;rating_share=1.0;confidence_share=1.0,0.599533143026489,0.4796234831952225,1,40-60,0.4733789354153619,-0.10658504765901469
B1mSWUxR-,2018,0,Reject,1,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML,"Reward augmented maximum likelihood (RAML), a simple and effective learning framework to directly optimize towards the reward function in structured prediction tasks, has led to a number of impressive empirical successes. RAML incorporates task-specific reward by performing maximum-likelihood updates on candidate outputs sampled according to an exponentiated payoff distribution, which gives higher probabilities to candidates that are close to the reference output. While RAML is notable for its simplicity, efficiency, and its impressive empirical successes, the theoretical properties of RAML, especially the behavior of the exponentiated payoff distribution, has not been examined thoroughly. In this work, we introduce softmax Q-distribution estimation, a novel theoretical interpretation of RAML, which reveals the relation between RAML and Bayesian decision theory. The softmax Q-distribution can be regarded as a smooth approximation of the Bayes decision boundary, and the Bayes decision rule is achieved by decoding with this Q-distribution. We further show that RAML is equivalent to approximately estimating the softmax Q-distribution, with the temperature $\\tau$ controlling approximation error. We perform two experiments, one on synthetic data of multi-class classification and one on real data of image captioning, to demonstrate the relationship between RAML and the proposed softmax Q-distribution estimation, verifying our theoretical analysis. Additional experiments on three structured prediction tasks with rewards defined on sequential (named entity recognition), tree-based (dependency parsing) and irregular (machine translation) structures show notable improvements over maximum likelihood baselines.","['structured prediction', 'RAML', 'theory', 'Bayes decision rule', 'reward function']",structured prediction ; raml ; theory ; bayes decision rule ; reward function,5,12,238,4,https://openreview.net/forum?id=B1mSWUxR-,3,5.333333333333333,0.5773502691896258,1.0,3.0,1.0,0.9174666666666668,0.5899705014749262,0.0,1.4460854437768635,302.0,0,3.0,0.4642082429501085,2018_4,decision=1;rating_share=1.0;confidence_share=1.0,0.6869339617479459,0.4796234831952225,1,40-60,0.4258343110266762,-0.29886768205400394
B1nLkl-0Z,2018,0,Reject,1,Learning Gaussian Policies from Smoothed Action Value Functions,"State-action value functions (i.e., Q-values) are ubiquitous in reinforcement learning (RL), giving rise to popular algorithms such as SARSA and Q-learning. We propose a new notion of action value defined by a Gaussian smoothed version of the expected Q-value used in SARSA. We show that such smoothed Q-values still satisfy a Bellman equation, making them naturally learnable from experience sampled from an environment. Moreover, the gradients of expected reward with respect to the mean and covariance of a parameterized Gaussian policy can be recovered from the gradient and Hessian of the smoothed Q-value function. Based on these relationships we develop new algorithms for training a Gaussian policy directly from a learned Q-value approximator. The approach is also amenable to proximal optimization techniques by augmenting the objective with a penalty on KL-divergence from a previous policy. We find that the ability to learn both a mean and covariance during training allows this approach to achieve strong results on standard continuous control benchmarks.",['Reinforcement learning'],reinforcement learning,1,8,170,1,https://openreview.net/forum?id=B1nLkl-0Z,3,5.666666666666667,0.5773502691896258,1.0,3.6666666666666665,1.0,0.4674333333333333,0.869257496422967,0.0,0.8755321243375317,248.0,0,3.6666666666666665,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-0.5122514585349656,0.4796234831952225,0,40-60,0.48955970094765233,-0.0417672670827877
B1spAqUp-,2018,0,Reject,1,Pixel Deconvolutional Networks,"Deconvolutional layers have been widely used in a variety of deep models for up-sampling, including encoder-decoder networks for semantic segmentation and deep generative models for unsupervised learning. One of the key limitations of deconvolutional operations is that they result in the so-called checkerboard problem. This is caused by the fact that no direct relationship exists among adjacent pixels on the output feature map. To address this problem, we propose the pixel deconvolutional layer (PixelDCL) to establish direct relationships among adjacent pixels on the up-sampled feature map. Our method is based on a fresh interpretation of the regular deconvolution operation. The resulting PixelDCL can be used to replace any deconvolutional layer in a plug-and-play manner without compromising the fully trainable capabilities of original models. The proposed PixelDCL may result in slight decrease in efficiency, but this can be overcome by an implementation trick. Experimental results on semantic segmentation demonstrate that PixelDCL can consider spatial features such as edges and shapes and yields more accurate segmentation outputs than deconvolutional layers. When used in image generation tasks, our PixelDCL can largely overcome the checkerboard problem suffered by regular deconvolution operations.","['Deep Learning', 'Deconvolutional Layer', 'Pixel CNN']",deep learning ; deconvolutional layer ; pixel cnn,3,3,193,7,https://openreview.net/forum?id=B1spAqUp-,3,5.333333333333333,0.5773502691896257,1.0,4.333333333333333,1.0,0.9597333333333332,0.4495872945229471,0.0,1.2928849841391563,301.0,0,4.333333333333333,0.4642082429501085,2018_7,decision=1;rating_share=1.0;confidence_share=1.0,0.7995602200190906,0.4796234831952225,1,40-60,0.5508585361663719,0.2041401336822102
B1twdMCab,2018,0,Reject,1,Dynamic Integration of Background Knowledge in Neural NLU Systems,"Common-sense or background knowledge is required to understand natural language, but in most neural natural language understanding (NLU) systems, the requisite background knowledge is indirectly acquired from static corpora. We develop a new reading architecture for the dynamic integration of explicit background knowledge in NLU models. A new task-agnostic reading module provides refined word representations to a task-specific NLU architecture by processing background knowledge in the form of free-text statements, together with the task-specific inputs. Strong performance on the tasks of document question answering (DQA) and recognizing textual entailment (RTE) demonstrate the effectiveness and flexibility of our approach. Analysis shows that our models learn to exploit knowledge selectively and in a semantically appropriate way.","['natural language processing', 'background knowledge', 'word embeddings', 'question answering', 'natural language inference']",natural language processing ; background knowledge ; word embeddings ; question answering ; natural language inference,5,9,119,10,https://openreview.net/forum?id=B1twdMCab,3,5.333333333333333,0.5773502691896257,1.0,3.6666666666666665,1.0,0.6940666666666667,0.365789596225413,0.0,1.5483924150837491,428.3333333333333,0,3.6666666666666665,0.4642082429501085,2018_10,decision=1;rating_share=1.0;confidence_share=1.0,0.09164911716339126,0.4796234831952225,0,40-60,0.622909570684719,0.5019163326204348
BJ7d0fW0b,2018,0,Reject,1,Faster Reinforcement Learning with Expert State Sequences,"Imitation learning relies on expert demonstrations. Existing approaches often re- quire that the complete demonstration data, including sequences of actions and states are available. In this paper, we consider a realistic and more difficult sce- nario where a reinforcement learning agent only has access to the state sequences of an expert, while the expert actions are not available. Inferring the unseen ex- pert actions in a stochastic environment is challenging and usually infeasible when combined with a large state space. We propose a novel policy learning method which only utilizes the expert state sequences without inferring the unseen ac- tions. Specifically, our agent first learns to extract useful sub-goal information from the state sequences of the expert and then utilizes the extracted sub-goal information to factorize the action value estimate over state-action pairs and sub- goals. The extracted sub-goals are also used to synthesize guidance rewards in the policy learning. We evaluate our agent on five Doom tasks. Our empirical results show that the proposed method significantly outperforms the conventional DQN method.","['Reinforcement Learning', 'Imitation Learning']",reinforcement learning ; imitation learning,2,7,176,1,https://openreview.net/forum?id=BJ7d0fW0b,3,5.666666666666667,0.5773502691896257,1.0,4.0,1.0,0.9675666666666668,0.1357407218229814,0.0,0.8424486512597773,741.6666666666666,0,4.0,0.5667028199566161,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,0.8204333830267561,0.4796234831952225,1,40-60,0.8642953404692064,1.851433636389978
BJ8c3f-0b,2018,1,Accept (Poster),1,Auto-Encoding Sequential Monte Carlo,"We build on auto-encoding sequential Monte Carlo (AESMC): a method for model and proposal learning based on maximizing the lower bound to the log marginal likelihood in a broad family of structured probabilistic models. Our approach relies on the efficiency of sequential Monte Carlo (SMC) for performing inference in structured probabilistic models and the flexibility of deep neural networks to model complex conditional probability distributions. We develop additional theoretical insights and introduce a new training procedure which improves both model and proposal learning. We demonstrate that our approach provides a fast, easy-to-implement and scalable means for simultaneous model learning and proposal adaptation in deep generative models.","['Variational Autoencoders', 'Inference amortization', 'Model learning', 'Sequential Monte Carlo', 'ELBOs']",variational autoencoders ; inference amortization ; model learning ; sequential monte carlo ; elbos,5,5,109,6,https://openreview.net/forum?id=BJ8c3f-0b,3,5.666666666666667,2.309401076758503,1.0,3.0,1.0,0.8670666666666667,0.3158934840876546,0.0,1.7105654894060074,524.3333333333334,0,3.0,0.5667028199566161,2018_6,decision=1;rating_share=1.0;confidence_share=1.0,0.552635142736927,0.4796234831952225,1,40-60,0.452770139154996,-0.18948435745861025
BJDEbngCZ,2018,0,Reject,1,Global Convergence of Policy Gradient Methods for Linearized Control Problems,"Direct policy gradient methods for reinforcement learning and continuous control problems are a popular approach for a variety of reasons: 1) they are easy to implement without explicit knowledge of the underlying model; 2) they are an ""end-to-end"" approach, directly optimizing the performance metric of interest; 3) they inherently allow for richly parameterized policies. A notable drawback is that even in the most basic continuous control problem (that of linear quadratic regulators), these methods must solve a non-convex optimization problem, where little is understood about their efficiency from both computational and statistical perspectives. In contrast, system identification and model based planning in optimal control theory have a much more solid theoretical footing, where much is known with regards to their computational and statistical properties. This work bridges this gap showing that (model free) policy gradient methods globally converge to the optimal solution and are efficient (polynomially so in relevant problem dependent quantities) with regards to their sample and computational complexities.","['linear quadratic regulator', 'policy gradient', 'natural gradient', 'reinforcement learning', 'non-convex optimization']",linear quadratic regulator ; policy gradient ; natural gradient ; reinforcement learning ; non convex optimization,5,10,160,1,https://openreview.net/forum?id=BJDEbngCZ,3,5.333333333333333,0.5773502691896257,1.0,3.333333333333333,1.0,0.0390666666666666,0.0,0.0,0.9219348659003832,113.0,0,3.333333333333333,0.4642082429501085,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-1.6537025981583782,0.4796234831952225,0,40-60,0.4017430574034373,-0.39820760798209137
BJJ9bz-0-,2018,0,Invite to Workshop Track,1,Reinforcement Learning from Imperfect Demonstrations,"Robust real-world learning should benefit from both demonstrations and interaction with the environment. Current approaches to learning from demonstration and reward perform supervised learning on expert demonstration data and use reinforcement learning to further improve performance based on reward from the environment. These tasks have divergent losses which are difficult to jointly optimize; further, such methods can be very sensitive to noisy demonstrations. We propose a unified reinforcement learning algorithm that effectively normalizes the Q-function, reducing the Q-values of actions unseen in the demonstration data. Our Normalized Actor-Critic (NAC) method can learn from demonstration data of arbitrary quality and also leverages rewards from an interactive environment. NAC learns an initial policy network from demonstration and refines the policy in a real environment. Crucially, both learning from demonstration and interactive refinement use exactly the same objective, unlike prior approaches that combine distinct supervised and reinforcement losses. This makes NAC robust to suboptimal demonstration data, since the method is not forced to mimic all of the examples in the dataset. We show that our unified reinforcement learning algorithm can learn robustly and outperform existing baselines when evaluated on several realistic driving games.","['learning from demonstration', 'reinforcement learning', 'maximum entropy learning']",learning from demonstration ; reinforcement learning ; maximum entropy learning,3,5,194,1,https://openreview.net/forum?id=BJJ9bz-0-,3,5.333333333333333,0.5773502691896258,1.0,4.0,1.0,-0.2329,0.9093146302448628,0.0,1.3026852561736282,419.0,0,4.0,0.4642082429501085,2018_1,decision=1;rating_share=1.0;confidence_share=1.0,-2.378401053390455,0.4796234831952225,0,40-60,0.6612429675431812,0.6688382160220244
